simulation,Fst
msprime,0.3770178027272280
msprime,0.5115941488031320
msprime,0.5409561581446060
msprime,0.7220558377219980
msprime,0.5862046546680740
msprime,0.48799340841839800
msprime,0.5432629394806370
msprime,0.6625991694914430
msprime,0.5242309241746740
msprime,0.45802162083265500
msprime,0.6534357443760390
msprime,0.5159969365501570
msprime,0.43890520051943100
msprime,0.34338861327613400
msprime,0.4262432421635230
msprime,0.5301667567057860
msprime,0.3902335726724900
msprime,0.6351441810572440
msprime,0.33707672330927800
msprime,0.40079330234565600
msprime,0.4422203559464040
msprime,0.4213036553471200
msprime,0.5189399822369040
msprime,0.5154469716054040
msprime,0.620089219771177
msprime,0.5314047354385930
msprime,0.45286230911830600
msprime,0.5152787983365820
msprime,0.485525227530146
msprime,0.40826119651327100
msprime,0.7616983092020210
msprime,0.4740748228465690
msprime,0.5591855265710550
msprime,0.5526850373038300
msprime,0.4526092580067380
msprime,0.6695820166088100
msprime,0.6560410953939520
msprime,0.5496679501489000
msprime,0.36016799597630100
msprime,0.5175967537724510
msprime,0.41565151760709100
msprime,0.528832741802597
msprime,0.4987756849981020
msprime,0.8282228776983120
msprime,0.4972179360694030
msprime,0.3802506969597780
msprime,0.6778051199139870
msprime,0.7652169512020060
msprime,0.5711886737537970
msprime,0.4844352927255750
msprime,0.5823313073737210
msprime,0.37542322423924500
msprime,0.5953298602897330
msprime,0.41972379541086400
msprime,0.6621910376510100
msprime,0.5273703883094330
msprime,0.6020500966793920
msprime,0.4860953857879760
msprime,0.6370714644784520
msprime,0.7258164297738440
msprime,0.5221480030258250
msprime,0.33653727596134900
msprime,0.372600051439928
msprime,0.4876280342752080
msprime,0.4833935826119430
msprime,0.43491533429727200
msprime,0.46498264510038800
msprime,0.5241377918137270
msprime,0.6188196178812060
msprime,0.7868020395166330
msprime,0.4131386153791930
msprime,0.4487315053222630
msprime,0.610026383048236
msprime,0.6442777899508520
msprime,0.705391644454606
msprime,0.878546570065691
msprime,0.31882749206900400
msprime,0.6244328385879530
msprime,0.5216451914421530
msprime,0.47030447729359900
msprime,0.5103006971312560
msprime,0.6455398543958520
msprime,0.6389547099183840
msprime,0.8658767596809020
msprime,0.40364214397336200
msprime,0.5424180134238650
msprime,0.31373275037570400
msprime,0.7540195652842840
msprime,0.3921351595633510
msprime,0.5062811386778210
msprime,0.3806403500284160
msprime,0.40745574696705400
msprime,0.45376091383966100
msprime,0.6069740824894300
msprime,0.48692463352066500
msprime,0.5008277904290940
msprime,0.6163913729647330
msprime,0.559155420436352
msprime,0.3509818638874050
msprime,0.735886080520609
msprime,0.42243579549262500
msprime,0.5483660752692380
msprime,0.6740687693360970
msprime,0.6302785529789270
msprime,0.6413713325493290
msprime,0.5938065510002720
msprime,0.5610981253709420
msprime,0.7016410994700730
msprime,0.4559781140496700
msprime,0.6473126981806390
msprime,0.4104437575269710
msprime,0.5754935120296890
msprime,0.42571487215182000
msprime,0.480815524283525
msprime,0.43184549124959100
msprime,0.48737867149869700
msprime,0.4768758537739950
msprime,0.6945772360997510
msprime,0.5392737371439120
msprime,0.357958138845282
msprime,0.39061392944117600
msprime,0.634469824177468
msprime,0.5261444917333810
msprime,0.5272011025815980
msprime,0.6237422854545400
msprime,0.4239316187825080
msprime,0.747870992952681
msprime,0.5278125104476380
msprime,0.3522593013930290
msprime,0.5129380828961770
msprime,0.33197506928591200
msprime,0.5818253740488680
msprime,0.5972694497920610
msprime,0.4531026508141910
msprime,0.6321241262423520
msprime,0.6235460744677350
msprime,0.3938638898149920
msprime,0.7209920454351260
msprime,0.4402965413614760
msprime,0.415397536459555
msprime,0.6555203430896390
msprime,0.47081780807251300
msprime,0.3642083015150170
msprime,0.4196512060997300
msprime,0.7099856202120880
msprime,0.49594759013684900
msprime,0.3946821506501360
msprime,0.8223861870389380
msprime,0.4487000367373700
msprime,0.3742812371609120
msprime,0.4344639947738790
msprime,0.7160458391730240
msprime,0.5418645144291350
msprime,0.5882518100635410
msprime,0.7342313966162410
msprime,0.5588271244467670
msprime,0.7203895732816520
msprime,0.4363853512453300
msprime,0.49493048921928800
msprime,0.5798486797152310
msprime,0.5180690860001400
msprime,0.41541247136806000
msprime,0.8665569339524220
msprime,0.42638363472078600
msprime,0.7466046338241440
msprime,0.5586390373386280
msprime,0.4950590744681740
msprime,0.4791833806275780
msprime,0.5849695444047800
msprime,0.3784507767083440
msprime,0.6815441893291510
msprime,0.456165110202811
msprime,0.518496433412966
msprime,0.646045156435547
msprime,0.5544021249066960
msprime,0.4773464042261420
msprime,0.7287254387580590
msprime,0.76118538364921
msprime,0.8264672333059230
msprime,0.5229335264978890
msprime,0.47818545810561000
msprime,0.4453236766193960
msprime,0.7161260708503050
msprime,0.4216525075957000
msprime,0.6150167479792870
msprime,0.5345428143920300
msprime,0.5081207254086770
msprime,0.5976706409359660
msprime,0.5859316473310210
msprime,0.5254540837993840
msprime,0.5591311545007540
msprime,0.47739305484281
msprime,0.39403952402058300
msprime,0.44372716605801500
msprime,0.6002159234301420
msprime,0.43287638714619900
msprime,0.4553709365373360
msprime,0.40757683427760000
msprime,0.5900453732228940
msprime,0.4252313736387080
msprime,0.4278474067817860
msprime,0.6868971499767590
msprime,0.4090248407286070
msprime,0.7344923808209050
msprime,0.5710838077826660
msprime,0.43872794650855500
msprime,0.6955363485839400
msprime,0.5750474384459300
msprime,0.3233877882317650
msprime,0.38165304502520000
msprime,0.4835013450471500
msprime,0.4067008935822400
msprime,0.6796543595945870
msprime,0.569413257329353
msprime,0.5385001407208050
msprime,0.5270058336293820
msprime,0.8652933449441180
msprime,0.6261537931562250
msprime,0.5588932629363730
msprime,0.4424427957081250
msprime,0.3742578262133390
msprime,0.503738346078638
msprime,0.48681511347975700
msprime,0.502516618041305
msprime,0.3945857143271860
msprime,0.677135472223862
msprime,0.4732778795625970
msprime,0.6780804232223860
msprime,0.5068669578835100
msprime,0.443104943115967
msprime,0.5863955497203120
msprime,0.5662667077464990
msprime,0.5206425493146380
msprime,0.5369805782179600
msprime,0.4744334939833860
msprime,0.3649418744625020
msprime,0.54221482492255
msprime,0.5350603394425760
msprime,0.37587886779260500
msprime,0.7601561304122500
msprime,0.4443651209719490
msprime,0.4827362907121540
msprime,0.5597397748931080
msprime,0.4328615114572670
msprime,0.45035903276909900
msprime,0.4770070297700830
msprime,0.4425700864028610
msprime,0.5016299331394910
msprime,0.6479705092905410
msprime,0.7512296172922440
msprime,0.37793988560199400
msprime,0.4323772060667420
msprime,0.5196920278789120
msprime,0.6578010684409420
msprime,0.5084796682604630
msprime,0.42256698443605100
msprime,0.5653606516290490
msprime,0.49045483894264300
msprime,0.6562593192471450
msprime,0.6779776663338320
msprime,0.43532398639505400
msprime,0.4690119663057390
msprime,0.6619825238586850
msprime,0.660777237740265
msprime,0.40159208912606900
msprime,0.43684969236341200
msprime,0.49904578874526300
msprime,0.5531500440393500
msprime,0.40863854504770700
msprime,0.43742698253638900
msprime,0.42863002542808200
msprime,0.6026209440284380
msprime,0.46980206043495400
msprime,0.49908061652553300
msprime,0.5652486154007570
msprime,0.5525617831886750
msprime,0.5003145890009590
msprime,0.4172699165755830
msprime,0.5916768081046050
msprime,0.7402726164032750
msprime,0.6856014028215750
msprime,0.8660438471354120
msprime,0.4721210240230580
msprime,0.5942409981948260
msprime,0.4894256612414570
msprime,0.5416787535607800
msprime,0.599387175518232
msprime,0.7384257740581080
msprime,0.5086113730657860
msprime,0.5909762650920370
msprime,0.5211266367441120
msprime,0.5715690081516220
msprime,0.5980673104853510
msprime,0.7898094147469200
msprime,0.33306806846826000
msprime,0.6843962353972110
msprime,0.5373402201746290
msprime,0.4496758197148360
msprime,0.602156822343707
msprime,0.504663539964685
msprime,0.5272168094927190
msprime,0.521589106576767
msprime,0.4375197104357710
msprime,0.4629803804865770
msprime,0.6757799502673610
