simulation,Fst
msprime,0.5066359315791200
msprime,0.48633424688745300
msprime,0.5289797627932110
msprime,0.4856160233431030
msprime,0.5217101442874450
msprime,0.5019489925123390
msprime,0.5190664759168190
msprime,0.5146735918662420
msprime,0.5270056271818760
msprime,0.5720512909096840
msprime,0.528828302731868
msprime,0.5442378874216770
msprime,0.6243445876003390
msprime,0.5154061722736150
msprime,0.5603751312291470
msprime,0.5667700532006670
msprime,0.5673581328968640
msprime,0.49946903870281100
msprime,0.5506364187007230
msprime,0.5616365080635600
msprime,0.5062272650259900
msprime,0.5564579968371920
msprime,0.5525886210694450
msprime,0.49233833229932700
msprime,0.5391095846989520
msprime,0.5817220505739500
msprime,0.6408109494049260
msprime,0.5317988256900800
msprime,0.5374660018152940
msprime,0.5824931660019740
msprime,0.5301727936718650
msprime,0.5898138752613110
msprime,0.5784786340235420
msprime,0.5611028309225660
msprime,0.4675895421010240
msprime,0.6004350170154990
msprime,0.5010582215753030
msprime,0.5449254519235860
msprime,0.631859062492556
msprime,0.5467292450055410
msprime,0.5393760175923120
msprime,0.5004349888262970
msprime,0.5195505688340950
msprime,0.4862832405484090
msprime,0.5566000927528570
msprime,0.5905045333925590
msprime,0.5172687736460990
msprime,0.5492315523308750
msprime,0.5079798412227660
msprime,0.5350002257727740
msprime,0.5979046685855820
msprime,0.5767472442396740
msprime,0.5538972075140600
msprime,0.4892831127406120
msprime,0.5551081674712150
msprime,0.5972310955872330
msprime,0.5478844131488710
msprime,0.5243511225924870
msprime,0.5207983286073340
msprime,0.44637177464131800
msprime,0.5561797721308150
msprime,0.4582438194906100
msprime,0.49654078817093900
msprime,0.5841894203133200
msprime,0.506241717324538
msprime,0.503693005960117
msprime,0.5561332967681770
msprime,0.5601078211211770
msprime,0.5206215798713920
msprime,0.5474268809669350
msprime,0.5602508927779990
msprime,0.579678757264548
msprime,0.5320230583855980
msprime,0.5246998760846870
msprime,0.5337823787177710
msprime,0.5422878474605890
msprime,0.5740022145791040
msprime,0.5510454833464780
msprime,0.5563005395750920
msprime,0.5570079886069880
msprime,0.5593855919828570
msprime,0.5262596821996460
msprime,0.5295374160258500
msprime,0.5526249058868720
msprime,0.5303859836060680
msprime,0.5500035517379170
msprime,0.5057117796564540
msprime,0.5739415903487880
msprime,0.48766463326528300
msprime,0.52451142155518
msprime,0.5564727146171400
msprime,0.5883823454038380
msprime,0.5102283890591300
msprime,0.5706567321953750
msprime,0.48640222823085200
msprime,0.5013568475994570
msprime,0.5051418515921690
msprime,0.4809776155820880
msprime,0.5135354129721120
msprime,0.6361532424766340
msprime,0.577481818862494
msprime,0.5367701097043590
msprime,0.5341738908269000
msprime,0.594261527828876
msprime,0.5486000280380300
msprime,0.4927039594829210
msprime,0.5155542118686440
msprime,0.45707374647026800
msprime,0.553160539778052
msprime,0.5341003039842210
msprime,0.4957393751091170
msprime,0.505969989788122
msprime,0.5669898985302700
msprime,0.6049740019808060
msprime,0.5276452026858160
msprime,0.5272073505613530
msprime,0.5638688392479830
msprime,0.5706039667349620
msprime,0.5334590223031850
msprime,0.47734242126510300
msprime,0.5577490786043020
msprime,0.5284725311456290
msprime,0.5099992730637340
msprime,0.5273717729563580
msprime,0.5181258494680530
msprime,0.5536678828708580
msprime,0.5483544770829720
msprime,0.5656762557903790
msprime,0.5318045000660600
msprime,0.4932595293089840
msprime,0.5234770471717650
msprime,0.501175217578487
msprime,0.5210523555999230
msprime,0.5958474008162010
msprime,0.547612712690227
msprime,0.5775713219305720
msprime,0.5177024106889630
msprime,0.5535477950498700
msprime,0.5934230475252700
msprime,0.5525266624483260
msprime,0.5440064213043410
msprime,0.544893613936671
msprime,0.5012906004937420
msprime,0.5131973127356230
msprime,0.5314809620479040
msprime,0.5482826922437310
msprime,0.48949848859097900
msprime,0.5342878356588830
msprime,0.5138620339991920
msprime,0.5524627132585400
msprime,0.5517344404481730
msprime,0.5455137712450510
msprime,0.5191374023741680
msprime,0.577242524726127
msprime,0.5715150849619490
msprime,0.5684345997420240
msprime,0.48311657495414600
msprime,0.567954860163503
msprime,0.5037985874537950
msprime,0.5504393837688100
msprime,0.5635796452168630
msprime,0.5631439990781600
msprime,0.5470817069948620
msprime,0.5167900028692440
msprime,0.5504790020876050
msprime,0.5824931798567000
msprime,0.562035869190906
msprime,0.4923260078572780
msprime,0.5653876750770100
msprime,0.5097686487254110
msprime,0.5334301099068520
msprime,0.5007728856330450
msprime,0.5871382340122640
msprime,0.5925368174673150
msprime,0.47629098960419400
msprime,0.5183572203372090
msprime,0.5244185179758060
msprime,0.5615635691171270
msprime,0.5410175010896030
msprime,0.6093667989572140
msprime,0.5314667259114410
msprime,0.5078872845867280
msprime,0.5280541717105930
msprime,0.5705334013513220
msprime,0.5245886734792270
msprime,0.4890479906412680
msprime,0.5378079044861210
msprime,0.5358623685516640
msprime,0.5155037945256690
msprime,0.4612695835201320
msprime,0.4937655095763270
msprime,0.5631813017566580
msprime,0.5037491114299710
msprime,0.5818780010260140
msprime,0.5610015076254250
msprime,0.5395135386538360
msprime,0.5732325596190560
msprime,0.6405473924381510
msprime,0.49585535939148900
msprime,0.5570095794467490
msprime,0.5283369187504470
msprime,0.5322512581931940
msprime,0.6111659802162090
msprime,0.5505185288590270
msprime,0.5264110520121960
msprime,0.47975561581891100
msprime,0.5211488035554630
msprime,0.4704478195873710
msprime,0.5515577684728750
msprime,0.5830931358965000
msprime,0.5230883497822180
msprime,0.5454613472530670
msprime,0.4832726940536690
msprime,0.586673187012515
msprime,0.5102696185864440
msprime,0.5132093377269900
msprime,0.5838572919777710
msprime,0.5187408236583250
msprime,0.4877662606728840
msprime,0.4961072143328560
msprime,0.5476218743019100
msprime,0.5331164624860060
msprime,0.543279401070328
msprime,0.5064793590522480
msprime,0.5440715845047420
msprime,0.5856304482269560
msprime,0.5729037131501040
msprime,0.5544924197941780
msprime,0.548832848961408
msprime,0.5357371597516810
msprime,0.4857846864322420
msprime,0.5127809381576630
msprime,0.5586326885307240
msprime,0.5467057101183810
msprime,0.5908200054123450
