simulation,Fst,,,,,
msprime,0.1914932363275360,,,,,
msprime,0.1585590767932340,,,,,
msprime,0.14073307045664000,,,,,
msprime,0.12262574710432900,,,,,
msprime,0.15549229593449700,,,,,
msprime,0.1330152199787780,,,,,
msprime,0.13515077087689200,,,,,
msprime,0.1579192555592030,,,,,
msprime,0.17276502669159900,,,,,
msprime,0.12521781626636700,,,,,
msprime,0.12179686836764300,,,,,
msprime,0.13016347472999900,,,,,
msprime,0.1555663086228090,,,,,
msprime,0.17851538984500200,,,,,
msprime,0.15972453712102900,,,,,
msprime,0.1432501060314310,,,,,
msprime,0.14585283933546600,,,,,
msprime,0.1524947927724930,,,,,
msprime,0.11621648606557600,,,,,
msprime,0.14150935431811200,,,,,
msprime,0.13542750321688500,,,,,
msprime,0.1160608641034220,,,,,
msprime,0.19120281505280500,,,,,
msprime,0.12831818858928000,,,,,
msprime,0.143453715075206,,,,,
msprime,0.11122277406690100,,,,,
msprime,0.13920990582186800,,,,,
msprime,0.16757416975174500,,,,,
msprime,0.12393033722255500,,,,,
msprime,0.1471019090841590,,,,,
msprime,0.1786805066290650,,,,,
msprime,0.178402362589549,,,,,
msprime,0.16860596841231200,,,,,
msprime,0.14445567707303800,,,,,
msprime,0.18038520189624700,,,,,
msprime,0.12906028662702100,,,,,
msprime,0.12224306888395400,,,,,
msprime,0.15201246937713000,,,,,
msprime,0.12457608668961700,,,,,
msprime,0.12426429120442900,,,,,
msprime,0.12676690769659100,,,,,
msprime,0.12356510264355400,,,,,
msprime,0.1860656585437840,,,,,
msprime,0.15149491102935700,,,,,
msprime,0.14766278031265100,,,,,
msprime,0.14531669195509600,,,,,
msprime,0.1621366829784310,,,,,
msprime,0.18889105204344900,,,,,
msprime,0.22273769364658600,,,,,
msprime,0.12337824767125500,,,,,
msprime,0.13902608963759200,,,,,
msprime,0.14052602079705000,,,,,
msprime,0.1528387230470530,,,,,
msprime,0.13512759157394300,,,,,
msprime,0.11853906944647900,,,,,
msprime,0.1433958253570680,,,,,
msprime,0.16609040175744700,,,,,
msprime,0.11860044292970600,,,,,
msprime,0.14350667770110500,,,,,
