simulation,Fst
msprime,0.5660530645685150
msprime,0.5290076090963750
msprime,0.46626070143556500
msprime,0.5534010175168520
msprime,0.6379893260258810
msprime,0.6537308910404580
msprime,0.4223062729769600
msprime,0.5494723620628450
msprime,0.705878916774175
msprime,0.6882304568204310
msprime,0.704212394658855
msprime,0.40035683935462000
msprime,0.6302510654203500
msprime,0.40801600504475100
msprime,0.47937654421391000
msprime,0.5119876701091090
msprime,0.5991358019133080
msprime,0.7406289451852930
msprime,0.44795335927398100
msprime,0.480756390253613
msprime,0.4113356437110700
msprime,0.5364286967260710
msprime,0.4923057117109210
msprime,0.5501440774518620
msprime,0.5853955871805430
msprime,0.8076766886453750
msprime,0.8018819622635580
msprime,0.4728927630159130
msprime,0.5555996617594910
msprime,0.8844109747421510
msprime,0.486387400350714
msprime,0.5936755544534590
msprime,0.407209718584273
msprime,0.5758756193504740
msprime,0.5426090497826120
msprime,0.42323658155224600
msprime,0.32340625471799800
msprime,0.5626749214733330
msprime,0.44483306715047600
msprime,0.29591825431987500
msprime,0.4664905881789710
msprime,0.44619141971392500
msprime,0.5091062132153220
msprime,0.5257584429182440
msprime,0.6149380393442930
msprime,0.5838910945168850
msprime,0.4896735465031630
msprime,0.700295104826284
msprime,0.5452674911682700
msprime,0.6968762406542270
msprime,0.46011896762635200
msprime,0.5851117854106790
msprime,0.4395933312462110
msprime,0.3100641481750910
msprime,0.4760102072611660
msprime,0.5735696951256290
msprime,0.5021677705494820
msprime,0.5143461461349870
msprime,0.5127318805046040
msprime,0.562109208602937
msprime,0.840061931250131
msprime,0.39004327200339000
msprime,0.46634327836622400
msprime,0.4912736750713220
msprime,0.47286656940964700
msprime,0.5222260232535260
msprime,0.4733383993795490
msprime,0.8725442628617840
msprime,0.42586627018258400
msprime,0.6261474619031560
msprime,0.40548807729788200
msprime,0.7130096102878180
msprime,0.4143529976861930
msprime,0.5270354865361200
msprime,0.4611432097109960
msprime,0.6679550940223930
msprime,0.49081678952591800
msprime,0.578436112113551
msprime,0.4679675563713120
msprime,0.4405350468707980
msprime,0.40905424820435400
msprime,0.3695930446967590
msprime,0.5677182087611670
msprime,0.760388051169917
msprime,0.5715324113565750
msprime,0.39004900275334700
msprime,0.6573614835974190
msprime,0.450409694523286
msprime,0.6382925363094960
msprime,0.6570015713097090
msprime,0.341703226017653
msprime,0.4329363350202060
msprime,0.4773901132521510
msprime,0.5407687438365120
msprime,0.7195324127027400
msprime,0.4787518638296250
msprime,0.8561721144849930
msprime,0.47765963160153400
msprime,0.5311914211884600
msprime,0.627848801107701
msprime,0.6491808857181090
msprime,0.5883072528324860
msprime,0.643897112537947
msprime,0.7402520338764220
msprime,0.53192371293817
msprime,0.3529991687497090
msprime,0.7125607525058760
msprime,0.504994764656463
msprime,0.7549343713498520
msprime,0.5090122118645890
msprime,0.5949373435329150
msprime,0.7090264340560760
msprime,0.3226066886154750
msprime,0.6350558880501080
msprime,0.41727723340000800
msprime,0.5916439406851690
msprime,0.5159266958813080
msprime,0.5848992921841530
msprime,0.4141788864492730
msprime,0.3263744963802340
msprime,0.4821474037083970
msprime,0.4546538138639990
msprime,0.539376844568616
msprime,0.33853610732015200
msprime,0.6439384689723660
msprime,0.5869253321527790
msprime,0.518395416351242
msprime,0.6193685962977870
msprime,0.5015987964145580
msprime,0.34343064731092700
msprime,0.5494401236697640
msprime,0.430159422011888
msprime,0.7622115997589250
msprime,0.5545853074384450
msprime,0.5347834714918290
msprime,0.5109141673522200
msprime,0.4637845345044900
msprime,0.4949733709884300
msprime,0.43654832595623200
msprime,0.5201298623951100
msprime,0.5775193945254790
msprime,0.7551684004531650
msprime,0.5256997145410640
msprime,0.44548192220294000
msprime,0.47932651913381700
msprime,0.6934446315592540
msprime,0.6719615382461680
msprime,0.6931024390100100
msprime,0.37569381268557700
msprime,0.6412152874344550
msprime,0.6143069435472180
msprime,0.548148122911381
msprime,0.5225096470282260
msprime,0.5310521919670100
msprime,0.45291083459560700
msprime,0.7966043865015870
msprime,0.7223285191899670
msprime,0.5878439058404900
msprime,0.6292468055592470
msprime,0.5837097929951760
msprime,0.7473144652622680
msprime,0.5021406903265690
msprime,0.42923247992737900
msprime,0.5732690232857850
msprime,0.6836396133562080
msprime,0.625620228941661
msprime,0.4459057768134230
msprime,0.553315048225103
msprime,0.6335740464005560
msprime,0.483793118580223
msprime,0.7580400333490670
msprime,0.4070189562191910
msprime,0.6796660248797810
msprime,0.41419500182124100
